State,County,Percent Forest Cover
Missouri,29011 MO Barton,14.78
Missouri,29013 MO Bates,18.53
Missouri,29015 MO Benton,42.71
Missouri,29017 MO Bollinger,50.1
Missouri,29019 MO Boone,34.33
Missouri,29021 MO Buchanan,24.96
Missouri,29023 MO Butler,33.41
Missouri,29025 MO Caldwell,20.75
Missouri,29027 MO Callaway,35.99
Missouri,29029 MO Camden,51.08
Missouri,29031 MO Cape Girardeau,31.38
Missouri,29033 MO Carroll,19.57
Missouri,29035 MO Carter,69.12
Missouri,29037 MO Cass,19.2
Missouri,29039 MO Cedar,32.73
Missouri,29041 MO Chariton,21.18
Missouri,29043 MO Christian,41.53
Missouri,29045 MO Clark,26.38
Missouri,29047 MO Clay,25.6
Missouri,29049 MO Clinton,19.81
Missouri,29051 MO Cole,35.81
Missouri,29053 MO Cooper,24.46
Missouri,29055 MO Crawford,58.19
Missouri,29057 MO Dade,22.87
Missouri,29059 MO Dallas,36.48
Missouri,29061 MO Daviess,22.17
Missouri,29063 MO DeKalb,19.04
Missouri,29065 MO Dent,55.44
Missouri,29067 MO Douglas,48.8
Missouri,29069 MO Dunklin,9.88
Missouri,29071 MO Franklin,47.72
Missouri,29073 MO Gasconade,48.71
Missouri,29075 MO Gentry,21.62
Missouri,29077 MO Greene,24.77
Missouri,29079 MO Grundy,21.05
Missouri,29081 MO Harrison,24.22
Missouri,29083 MO Henry,26.16
Missouri,29085 MO Hickory,41.95
Missouri,29087 MO Holt,18.01
Missouri,29089 MO Howard,30.98
Missouri,29091 MO Howell,38.13
Missouri,29093 MO Iron,69.61
Missouri,29095 MO Jackson,26.98
Missouri,29097 MO Jasper,18.11
Missouri,29099 MO Jefferson,56.91
Missouri,29101 MO Johnson,23.31
Missouri,29103 MO Knox,20.12
Missouri,29105 MO Laclede,40.04
Missouri,29107 MO Lafayette,18.41
Missouri,29109 MO Lawrence,19.95
Missouri,29111 MO Lewis,23.34
Missouri,29113 MO Lincoln,33.6
Missouri,29115 MO Linn,22.33
Missouri,29117 MO Livingston,22
Missouri,29119 MO McDonald,27.91
Missouri,29121 MO Macon,65.25
Missouri,29123 MO Madison,41.43
Missouri,29125 MO Maries,25.12
Missouri,29127 MO Marion,48.08
Missouri,29129 MO Mercer,28.35
Missouri,29131 MO Miller,46.11
Missouri,29133 MO Mississippi,10.48
Missouri,29135 MO Moniteau,26.35
Missouri,29137 MO Monroe,23.95
Missouri,29139 MO Montgomery,31.04
Missouri,29141 MO Morgan,43.82
Missouri,29143 MO New Madrid,9.1
Missouri,29145 MO Newton,28.48
Missouri,29147 MO Nodaway,16.25
Missouri,29149 MO Oregon,55.06
Missouri,29151 MO Osage,42.06
Missouri,29153 MO Ozark,48.64
Missouri,29155 MO Pemiscot,9.7
Missouri,29157 MO Perry,38.01
Missouri,29159 MO Pettis,20.8
Missouri,29161 MO Phelps,52.76
Missouri,29163 MO Pike,30.96
Missouri,29165 MO Platte,27.77
Missouri,29167 MO Polk,28.47
Missouri,29169 MO Pulaski,52.87
Missouri,29171 MO Putnam,30.67
Missouri,29173 MO Ralls,26.21
Missouri,29175 MO Randolph,27.3
Missouri,29177 MO Ray,23.97
Missouri,29179 MO Reynolds,72.14
Missouri,29181 MO Ripley,58.63
Missouri,29183 MO St. Charles,20.76
Missouri,29185 MO St. Clair,24.15
Missouri,29186 MO Ste. Genevieve,21.64
Missouri,29187 MO St. Francois,14.63
Missouri,29189 MO St. Louis,68.84
Missouri,29195 MO Saline,19.87
Missouri,29197 MO Schuyler,32.7
Missouri,29199 MO Scotland,37.94
Missouri,29201 MO Scott,49.92
Missouri,29203 MO Shannon,14.61
Missouri,29205 MO Shelby,36.9
Missouri,29207 MO Stoddard,53.26
Missouri,29209 MO Stone,16.5
Missouri,29211 MO Sullivan,46.34
Missouri,29213 MO Taney,29.59
Missouri,29215 MO Texas,53.69
Missouri,29217 MO Vernon,45.81
Missouri,29219 MO Warren,21.2
Missouri,29221 MO Washington,46.95
Missouri,29223 MO Wayne,67.05
Missouri,29225 MO Webster,67.67
Missouri,29227 MO Worth,33.6
Missouri,29229 MO Wright,25.15
Missouri,29510 MO St. Louis city,37.48
Montana,30001 MT Beaverhead,18.37
Montana,30003 MT Big Horn,7.99
Montana,30005 MT Blaine,3.02
Montana,30007 MT Broadwater,14.15
Montana,30009 MT Carbon,10.1
Montana,30011 MT Carter,2.35
Montana,30013 MT Cascade,12.1
Montana,30015 MT Chouteau,3.09
Montana,30017 MT Custer,2.41
Montana,30019 MT Daniels,1.44
Montana,30021 MT Dawson,1.77
Montana,30023 MT Deer Lodge,27.97
Montana,30025 MT Fallon,1.45
Montana,30027 MT Fergus,9.58
Montana,30029 MT Flathead,44.44
Montana,30031 MT Gallatin,26.16
Montana,30033 MT Garfield,1.42
Montana,30035 MT Glacier,13.15
Montana,30037 MT Golden Valley,4.35
Montana,30039 MT Granite,32.64
Montana,30041 MT Hill,1.89
Montana,30043 MT Jefferson,23.34
Montana,30045 MT Judith Basin,15.04
Montana,30047 MT Lake,30.5
Montana,30049 MT Lewis and Clark,23.65
Montana,30051 MT Liberty,1.35
Montana,30053 MT Lincoln,56.07
Montana,30055 MT McCone,18.76
Montana,30057 MT Madison,1.1
Montana,30059 MT Meagher,21.59
Montana,30061 MT Mineral,53.19
Montana,30063 MT Missoula,41.36
Montana,30065 MT Musselshell,4.92
Montana,30067 MT Park,24.86
Montana,30069 MT Petroleum,2.33
Montana,30071 MT Phillips,2.13
Montana,30073 MT Pondera,5.41
Montana,30075 MT Powder River,5.05
Montana,30077 MT Powell,28.51
Montana,30079 MT Prairie,1.54
Montana,30081 MT Ravalli,29.88
Montana,30083 MT Richland,2.1
Montana,30085 MT Roosevelt,1.04
Montana,30087 MT Rosebud,3.55
Montana,30089 MT Sanders,43.09
Montana,30091 MT Sheridan,1.68
Montana,30093 MT Silver Bow,24.06
Montana,30095 MT Stillwater,8.8
Montana,30097 MT Sweet Grass,13.75
Montana,30099 MT Teton,7.97
Montana,30101 MT Toole,1.38
Montana,30103 MT Treasure,4.58
Montana,30105 MT Valley,1.11
Montana,30107 MT Wheatland,5.27
Montana,30109 MT Wibaux,2.33
Montana,30111 MT Yellowstone,2.47
Nebraska,31001 NE Adams,14.62
Nebraska,31003 NE Antelope,8.46
Nebraska,31005 NE Arthur,3.19
Nebraska,31007 NE Banner,2.25
Nebraska,31009 NE Blaine,2.63
Nebraska,31011 NE Boone,15.77
Nebraska,31013 NE Box Butte,1.24
Nebraska,31015 NE Boyd,7.52
Nebraska,31017 NE Brown,4.05
Nebraska,31019 NE Buffalo,11.16
Nebraska,31021 NE Burt,13.11
Nebraska,31023 NE Butler,11.84
Nebraska,31025 NE Cass,13.51
Nebraska,31027 NE Cedar,11.09
Nebraska,31029 NE Chase,5.01
Nebraska,31031 NE Cherry,2.41
Nebraska,31033 NE Cheyenne,1.48
Nebraska,31035 NE Clay,15.32
Nebraska,31037 NE Colfax,10.34
Nebraska,31039 NE Cuming,12.61
Nebraska,31041 NE Custer,8.67
Nebraska,31043 NE Dakota,22.31
Nebraska,31045 NE Dawes,3.4
Nebraska,31047 NE Dawson,11.25
Nebraska,31049 NE Deuel,1.55
Nebraska,31051 NE Dixon,20.71
Nebraska,31053 NE Dodge,8.18
Nebraska,31055 NE Douglas,15.66
Nebraska,31057 NE Dundy,3.3
Nebraska,31059 NE Fillmore,15.37
Nebraska,31061 NE Franklin,9.69
Nebraska,31063 NE Frontier,5.98
Nebraska,31065 NE Furnas,5.95
Nebraska,31067 NE Gage,9.09
Nebraska,31069 NE Garden,2.57
Nebraska,31071 NE Garfield,4.84
Nebraska,31073 NE Gosper,8.91
Nebraska,31075 NE Grant,2.78
Nebraska,31077 NE Greeley,10.28
Nebraska,31079 NE Hall,13.47
Nebraska,31081 NE Hamilton,18.25
Nebraska,31083 NE Harlan,8.82
Nebraska,31085 NE Hayes,4.74
Nebraska,31087 NE Hitchcock,3.33
Nebraska,31089 NE Holt,4.46
Nebraska,31091 NE Hooker,2.23
Nebraska,31093 NE Howard,10.91
Nebraska,31095 NE Jefferson,10.45
Nebraska,31097 NE Johnson,12.12
Nebraska,31099 NE Kearney,13.34
Nebraska,31101 NE Keith,4.21
Nebraska,31103 NE Keya Paha,6.27
Nebraska,31105 NE Kimball,1.27
Nebraska,31107 NE Knox,10.5
Nebraska,31109 NE Lancaster,11.39
Nebraska,31111 NE Lincoln,6.28
Nebraska,31113 NE Logan,3.99
Nebraska,31115 NE Loup,3.47
Nebraska,31117 NE McPherson,11.95
Nebraska,31119 NE Madison,2.28
Nebraska,31121 NE Merrick,12.14
Nebraska,31123 NE Morrill,2.73
Nebraska,31125 NE Nance,14.96
Nebraska,31127 NE Nemaha,14.51
Nebraska,31129 NE Nuckolls,11.28
Nebraska,31131 NE Otoe,12.16
Nebraska,31133 NE Pawnee,12.67
Nebraska,31135 NE Perkins,4.07
Nebraska,31137 NE Phelps,15.78
Nebraska,31139 NE Pierce,7.54
Nebraska,31141 NE Platte,18.85
Nebraska,31143 NE Polk,17.18
Nebraska,31145 NE Red Willow,4.64
Nebraska,31147 NE Richardson,15.64
Nebraska,31149 NE Rock,3.29
Nebraska,31151 NE Saline,10.5
Nebraska,31153 NE Sarpy,14.64
Nebraska,31155 NE Saunders,9.51
Nebraska,31157 NE Scotts Bluff,2.96
Nebraska,31159 NE Seward,12.03
Nebraska,31161 NE Sheridan,2.73
Nebraska,31163 NE Sherman,9.46
Nebraska,31165 NE Sioux,2.17
Nebraska,31167 NE Stanton,12.97
Nebraska,31169 NE Thayer,13.33
Nebraska,31171 NE Thomas,3.12
Nebraska,31173 NE Thurston,23.7
Nebraska,31175 NE Valley,11.05
Nebraska,31177 NE Washington,12.94
Nebraska,31179 NE Wayne,12.47
Nebraska,31181 NE Webster,8.82
Nebraska,31183 NE Wheeler,4.28
Nebraska,31185 NE York,17.25
Nevada,32001 NV Churchill,11.35
Nevada,32003 NV Clark,1.98
Nevada,32005 NV Douglas,2.34
Nevada,32007 NV Elko,9.12
Nevada,32009 NV Esmeralda,4.93
Nevada,32011 NV Eureka,2.02
Nevada,32013 NV Humboldt,4.9
Nevada,32015 NV Lander,1.99
Nevada,32017 NV Lincoln,4.08
Nevada,32019 NV Lyon,5.07
Nevada,32021 NV Mineral,3.43
Nevada,32023 NV Nye,3.71
Nevada,32027 NV Pershing,4.31
Nevada,32029 NV Storey,1.21
Nevada,32031 NV Washoe,6.13
Nevada,32033 NV White Pine,3.76
Nevada,32510 NV Carson City,7.98
New Hampshire,33001 NH Belknap,62.43
New Hampshire,33003 NH Carroll,71.69
New Hampshire,33005 NH Cheshire,73.65
New Hampshire,33007 NH Coos,77.33
New Hampshire,33009 NH Grafton,76.63
New Hampshire,33011 NH Hillsborough,67.53
New Hampshire,33013 NH Merrimack,70.45
New Hampshire,33015 NH Rockingham,63.66
New Hampshire,33017 NH Strafford,66.69
New Hampshire,33019 NH Sullivan,74.35
New Jersey,34001 NJ Atlantic,57.43
New Jersey,34003 NJ Bergen,42.97
New Jersey,34005 NJ Burlington,55.58
New Jersey,34007 NJ Camden,43.67
New Jersey,34009 NJ Cape May,45.94
New Jersey,34011 NJ Cumberland,45.91
New Jersey,34013 NJ Essex,34.99
New Jersey,34015 NJ Gloucester,43.43
New Jersey,34017 NJ Hudson,13.46
New Jersey,34019 NJ Hunterdon,48.17
New Jersey,34021 NJ Mercer,41.67
New Jersey,34023 NJ Middlesex,36.73
New Jersey,34025 NJ Monmouth,45.99
New Jersey,34027 NJ Morris,58.19
New Jersey,34029 NJ Ocean,55.99
New Jersey,34031 NJ Passaic,56.85
New Jersey,34033 NJ Salem,39.48
New Jersey,34035 NJ Somerset,44.78
New Jersey,34037 NJ Sussex,65.16
New Jersey,34039 NJ Union,30.96
New Jersey,34041 NJ Warren,57.75
New Mexico,35001 NM Bernalillo,8.61
New Mexico,35003 NM Catron,16.07
New Mexico,35005 NM Chaves,4.69
New Mexico,35006 NM Cibola,9.93
New Mexico,35007 NM Colfax,13.2
New Mexico,35009 NM Curry,1.39
New Mexico,35011 NM DeBaca,3.25
New Mexico,35013 NM Dona Ana,4.92
New Mexico,35015 NM Eddy,5.94
New Mexico,35017 NM Grant,13.18
New Mexico,35019 NM Guadalupe,3.58
New Mexico,35021 NM Harding,2.98
New Mexico,35023 NM Hidalgo,5.47
New Mexico,35025 NM Lea,3.3
New Mexico,35027 NM Lincoln,7.4
New Mexico,35028 NM Los Alamos,15.37
New Mexico,35029 NM Luna,3.75
New Mexico,35031 NM McKinley,6.15
New Mexico,35033 NM Mora,12.41
New Mexico,35035 NM Otero,9.15
New Mexico,35037 NM Quay,3.39
New Mexico,35039 NM Rio Arriba,16.81
New Mexico,35041 NM Roosevelt,2
New Mexico,35043 NM Sandoval,3.44
New Mexico,35045 NM San Juan,9.93
New Mexico,35047 NM San Miguel,9.86
New Mexico,35049 NM Santa Fe,12.16
New Mexico,35051 NM Sierra,7.44
New Mexico,35053 NM Socorro,8.12
New Mexico,35055 NM Taos,20.49
New Mexico,35057 NM Torrance,5.5
New Mexico,35059 NM Union,3.31
New Mexico,35061 NM Valencia,3.04
New York,36001 NY Albany,56.21
New York,36003 NY Allegany,64.01
New York,36005 NY Bronx,20.25
New York,36007 NY Broome,62.16
New York,36009 NY Cattaraugus,64.19
New York,36011 NY Cayuga,37.39
New York,36013 NY Chautauqua,52.79
New York,36015 NY Chemung,59.04
New York,36017 NY Chenango,63.87
New York,36019 NY Clinton,61.61
New York,36021 NY Columbia,61.13
New York,36023 NY Cortland,58.48
New York,36025 NY Delaware,73.22
New York,36027 NY Dutchess,60.52
New York,36029 NY Erie,40.32
New York,36031 NY Essex,72.8
New York,36033 NY Franklin,69.18
New York,36035 NY Fulton,65.95
New York,36037 NY Genesee,32.26
New York,36039 NY Greene,72.54
New York,36041 NY Hamilton,78.62
New York,36043 NY Herkimer,67.77
New York,36045 NY Jefferson,46.12
New York,36047 NY Kings,10.43
New York,36049 NY Lewis,67.32
New York,36051 NY Livingston,37.66
New York,36053 NY Madison,52.51
New York,36055 NY Monroe,34.72
New York,36057 NY Montgomery,41.81
New York,36059 NY Nassau,30.05
New York,36061 NY New York,13.75
New York,36063 NY Niagara,29.4
New York,36065 NY Oneida,55.5
New York,36067 NY Onondaga,44.33
New York,36069 NY Ontario,38.43
New York,36071 NY Orange,57.21
New York,36073 NY Orleans,32.82
New York,36075 NY Oswego,61.1
New York,36077 NY Otsego,62.76
New York,36079 NY Putnam,68.58
New York,36081 NY Queens,13.91
New York,36083 NY Rensselaer,63.79
New York,36085 NY Richmond,29.75
New York,36087 NY Rockland,57.6
New York,36089 NY St. Lawrence,61.29
New York,36091 NY Saratoga,52.41
New York,36093 NY Schenectady,64.86
New York,36095 NY Schoharie,53.91
New York,36097 NY Schuyler,24.86
New York,36099 NY Seneca,63.61
New York,36101 NY Steuben,55.19
New York,36103 NY Suffolk,45.19
New York,36105 NY Sullivan,71.96
New York,36107 NY Tioga,59.4
New York,36109 NY Tompkins,51.84
New York,36111 NY Ulster,70.57
New York,36113 NY Warren,71.02
New York,36115 NY Washington,58.57
New York,36117 NY Wayne,45.62
New York,36119 NY Westchester,58.44
New York,36121 NY Wyoming,42.49
New York,36123 NY Yates,38.43
North Carolina,37001 NC Alamance,48.06
North Carolina,37003 NC Alexander,52.52
North Carolina,37005 NC Alleghany,58.67
North Carolina,37007 NC Anson,60.88
North Carolina,37009 NC Ashe,68.64
North Carolina,37011 NC Avery,74.64
North Carolina,37013 NC Beaufort,53.56
North Carolina,37015 NC Bertie,58.94
North Carolina,37017 NC Bladen,56.17
North Carolina,37019 NC Brunswick,56.38
North Carolina,37021 NC Buncombe,66.67
North Carolina,37023 NC Burke,67.21
North Carolina,37025 NC Cabarrus,45.81
North Carolina,37027 NC Caldwell,70.08
North Carolina,37029 NC Camden,53.82
North Carolina,37031 NC Carteret,46.42
North Carolina,37033 NC Caswell,61.56
North Carolina,37035 NC Catawba,42.96
North Carolina,37037 NC Chatham,62.81
North Carolina,37039 NC Cherokee,77.22
North Carolina,37041 NC Chowan,44.48
North Carolina,37043 NC Clay,75.19
North Carolina,37045 NC Cleveland,46.82
North Carolina,37047 NC Columbus,54.81
North Carolina,37049 NC Craven,61.36
North Carolina,37051 NC Cumberland,47.05
North Carolina,37053 NC Currituck,44.59
North Carolina,37055 NC Dare,58.91
North Carolina,37057 NC Davidson,49.38
North Carolina,37059 NC Davie,47.78
North Carolina,37061 NC Duplin,45.69
North Carolina,37063 NC Durham,59.24
North Carolina,37065 NC Edgecombe,43.26
North Carolina,37067 NC Forsyth,47.55
North Carolina,37069 NC Franklin,57.77
North Carolina,37071 NC Gaston,50.2
North Carolina,37073 NC Gates,60.79
North Carolina,37075 NC Graham,81.97
North Carolina,37077 NC Granville,63.31
North Carolina,37079 NC Greene,37.62
North Carolina,37081 NC Guilford,43.9
North Carolina,37083 NC Halifax,53.61
North Carolina,37085 NC Harnett,51.28
North Carolina,37087 NC Haywood,75.71
North Carolina,37089 NC Henderson,65.16
North Carolina,37091 NC Hertford,55.88
North Carolina,37093 NC Hoke,46.53
North Carolina,37095 NC Hyde,48.36
North Carolina,37097 NC Iredell,44.13
North Carolina,37099 NC Jackson,79.77
North Carolina,37101 NC Johnston,46.1
North Carolina,37103 NC Jones,61.46
North Carolina,37105 NC Lee,62.05
North Carolina,37107 NC Lenoir,41.13
North Carolina,37109 NC Lincoln,44.87
North Carolina,37111 NC McDowell,80.01
North Carolina,37113 NC Macon,76.03
North Carolina,37115 NC Madison,53.46
North Carolina,37117 NC Martin,74.74
North Carolina,37119 NC Mecklenburg,41.91
North Carolina,37121 NC Mitchell,77.35
North Carolina,37123 NC Montgomery,68.02
North Carolina,37125 NC Moore,60.01
North Carolina,37127 NC Nash,48.36
North Carolina,37129 NC New Hanover,36.54
North Carolina,37131 NC Northampton,50.63
North Carolina,37133 NC Onslow,57.11
North Carolina,37135 NC Orange,61.32
North Carolina,37137 NC Pamlico,56.84
North Carolina,37139 NC Pasquotank,34.79
North Carolina,37141 NC Pender,64.9
North Carolina,37143 NC Perquimans,40.77
North Carolina,37145 NC Person,56.43
North Carolina,37147 NC Pitt,42.37
North Carolina,37149 NC Polk,67.38
North Carolina,37151 NC Randolph,55.37
North Carolina,37153 NC Richmond,54.98
North Carolina,37155 NC Robeson,41.66
North Carolina,37157 NC Rockingham,56.27
North Carolina,37159 NC Rowan,44.98
North Carolina,37161 NC Rutherford,63.77
North Carolina,37163 NC Sampson,42.86
North Carolina,37165 NC Scotland,48.27
North Carolina,37167 NC Stanly,45.87
North Carolina,37169 NC Stokes,60.87
North Carolina,37171 NC Surry,54.92
North Carolina,37173 NC Swain,83.72
North Carolina,37175 NC Transylvania,78.66
North Carolina,37177 NC Tyrrell,61.09
North Carolina,37179 NC Union,36.47
North Carolina,37181 NC Vance,55.45
North Carolina,37183 NC Wake,49.9
North Carolina,37185 NC Warren,64.03
North Carolina,37187 NC Washington,43.63
North Carolina,37189 NC Watauga,72.39
North Carolina,37191 NC Wayne,36.19
North Carolina,37193 NC Wilkes,66.68
North Carolina,37195 NC Wilson,39.52
North Carolina,37197 NC Yadkin,44.81
North Carolina,37199 NC Yancey,77
North Dakota,38001 ND Adams,1.55
North Dakota,38003 ND Barnes,5.74
North Dakota,38005 ND Benson,5.45
North Dakota,38007 ND Billings,5.02
North Dakota,38009 ND Bottineau,6.08
North Dakota,38011 ND Bowman,1.21
North Dakota,38013 ND Burke,4.37
North Dakota,38015 ND Burleigh,4.03
North Dakota,38017 ND Cass,7.54
North Dakota,38019 ND Cavalier,7.72
North Dakota,38021 ND Dickey,6.08
North Dakota,38023 ND Divide,3.09
North Dakota,38025 ND Dunn,6.33
North Dakota,38027 ND Eddy,5.58
North Dakota,38029 ND Emmons,2.72
North Dakota,38031 ND Foster,4.73
North Dakota,38033 ND Golden Valley,3.26
North Dakota,38035 ND Grand Forks,6.22
North Dakota,38037 ND Grant,2.47
North Dakota,38039 ND Griggs,5.44
North Dakota,38041 ND Hettinger,1.98
North Dakota,38043 ND Kidder,4.09
North Dakota,38045 ND LaMoure,5.81
North Dakota,38047 ND Logan,4.2
North Dakota,38049 ND McHenry,4.21
North Dakota,38051 ND McIntosh,3.62
North Dakota,38053 ND McKenzie,5.74
North Dakota,38055 ND McLean,3.76
North Dakota,38057 ND Mercer,4.09
North Dakota,38059 ND Morton,4.05
North Dakota,38061 ND Mountrail,3.56
North Dakota,38063 ND Nelson,6.14
North Dakota,38065 ND Oliver,4.06
North Dakota,38067 ND Pembina,8.81
North Dakota,38069 ND Pierce,3.36
North Dakota,38071 ND Ramsey,5.46
North Dakota,38073 ND Ransom,8.34
North Dakota,38075 ND Renville,2.92
North Dakota,38077 ND Richland,9.69
North Dakota,38079 ND Rolette,12.88
North Dakota,38081 ND Sargent,7.69
North Dakota,38083 ND Sheridan,5.17
North Dakota,38085 ND Sioux,2.87
North Dakota,38087 ND Slope,2.09
North Dakota,38089 ND Stark,2.09
North Dakota,38091 ND Steele,6.11
North Dakota,38093 ND Stutsman,5.95
North Dakota,38095 ND Towner,4.69
North Dakota,38097 ND Traill,6.22
North Dakota,38099 ND Walsh,6.66
North Dakota,38101 ND Ward,4.39
North Dakota,38103 ND Wells,3.25
North Dakota,38105 ND Williams,2.29
Ohio,39001 OH Adams,54
Ohio,39003 OH Allen,10.84
Ohio,39005 OH Ashland,28.84
Ohio,39007 OH Ashtabula,42
Ohio,39009 OH Athens,65.24
Ohio,39011 OH Auglaize,8.96
Ohio,39013 OH Belmont,54
Ohio,39015 OH Brown,30.44
Ohio,39017 OH Butler,23.73
Ohio,39019 OH Carroll,46.61
Ohio,39021 OH Champaign,14.24
Ohio,39023 OH Clark,14.31
Ohio,39025 OH Clermont,37.97
Ohio,39027 OH Clinton,14.38
Ohio,39029 OH Columbiana,40.99
Ohio,39031 OH Coshocton,52.85
Ohio,39033 OH Crawford,11.39
Ohio,39035 OH Cuyahoga,28.28
Ohio,39037 OH Darke,8.38
Ohio,39039 OH Defiance,12.69
Ohio,39041 OH Delaware,20.76
Ohio,39043 OH Erie,22.14
Ohio,39045 OH Fairfield,26.74
Ohio,39047 OH Fayette,8.26
Ohio,39049 OH Franklin,18.95
Ohio,39051 OH Fulton,10.88
Ohio,39053 OH Gallia,59.26
Ohio,39055 OH Geauga,48.13
Ohio,39057 OH Greene,18.67
Ohio,39059 OH Guernsey,54.89
Ohio,39061 OH Hamilton,35.2
Ohio,39063 OH Hancock,9.1
Ohio,39065 OH Hardin,8.89
Ohio,39067 OH Harrison,52.32
Ohio,39069 OH Henry,7.39
Ohio,39071 OH Highland,28.71
Ohio,39073 OH Hocking,68.56
Ohio,39075 OH Holmes,37.67
Ohio,39077 OH Huron,17.76
Ohio,39079 OH Jackson,58.26
Ohio,39081 OH Jefferson,57.16
Ohio,39083 OH Knox,32.02
Ohio,39085 OH Lake,42.14
Ohio,39087 OH Lawrence,68.65
Ohio,39089 OH Licking,33.19
Ohio,39091 OH Logan,16.99
Ohio,39093 OH Lorain,25.68
Ohio,39095 OH Lucas,21.42
Ohio,39097 OH Madison,8.05
Ohio,39099 OH Mahoning,31.13
Ohio,39101 OH Marion,10.65
Ohio,39103 OH Medina,29.29
Ohio,39105 OH Meigs,62.72
Ohio,39107 OH Mercer,7.42
Ohio,39109 OH Miami,12.66
Ohio,39111 OH Monroe,65.93
Ohio,39113 OH Montgomery,19.28
Ohio,39115 OH Morgan,63.11
Ohio,39117 OH Morrow,22.73
Ohio,39119 OH Muskingum,51.31
Ohio,39121 OH Noble,60.84
Ohio,39123 OH Ottawa,12.91
Ohio,39125 OH Paulding,7.33
Ohio,39127 OH Perry,51.79
Ohio,39129 OH Pickaway,13.14
Ohio,39131 OH Pike,59.85
Ohio,39133 OH Portage,38.85
Ohio,39135 OH Preble,16.41
Ohio,39137 OH Putnam,6.2
Ohio,39139 OH Richland,30.07
Ohio,39141 OH Ross,43.94
Ohio,39143 OH Sandusky,10.81
Ohio,39145 OH Scioto,63.96
Ohio,39147 OH Seneca,10.28
Ohio,39149 OH Shelby,11.21
Ohio,39151 OH Stark,27.72
Ohio,39153 OH Summit,37
Ohio,39155 OH Trumbull,37.23
Ohio,39157 OH Tuscarawas,48.82
Ohio,39159 OH Union,11.75
Ohio,39161 OH Van Wert,5.81
Ohio,39163 OH Vinton,69.69
Ohio,39165 OH Warren,27.79
Ohio,39167 OH Washington,59.09
Ohio,39169 OH Wayne,19.49
Ohio,39171 OH Williams,13.96
Ohio,39173 OH Wood,7.72
Ohio,39175 OH Wyandot,11.33
Oklahoma,40001 OK Adair,45.59
Oklahoma,40003 OK Alfalfa,3.82
Oklahoma,40005 OK Atoka,35.92
Oklahoma,40007 OK Beaver,3.4
Oklahoma,40009 OK Beckham,6.23
Oklahoma,40011 OK Blaine,8.09
Oklahoma,40013 OK Bryan,21.77
Oklahoma,40015 OK Caddo,8.99
Oklahoma,40017 OK Canadian,6.82
Oklahoma,40019 OK Carter,20.92
Oklahoma,40021 OK Cherokee,43.16
Oklahoma,40023 OK Choctaw,31.46
Oklahoma,40025 OK Cimarron,1.59
Oklahoma,40027 OK Cleveland,24.23
Oklahoma,40029 OK Coal,29.3
Oklahoma,40031 OK Comanche,8.51
Oklahoma,40033 OK Cotton,5.91
Oklahoma,40035 OK Craig,15.16
Oklahoma,40037 OK Creek,33.8
Oklahoma,40039 OK Custer,6.49
Oklahoma,40041 OK Delaware,35.53
Oklahoma,40043 OK Dewey,8.43
Oklahoma,40045 OK Ellis,5.7
Oklahoma,40047 OK Garfield,4.39
Oklahoma,40049 OK Garvin,16.9
Oklahoma,40051 OK Grady,10.12
Oklahoma,40053 OK Grant,3.81
Oklahoma,40055 OK Greer,6.21
Oklahoma,40057 OK Harmon,5.19
Oklahoma,40059 OK Harper,6.34
Oklahoma,40061 OK Haskell,31.23
Oklahoma,40063 OK Hughes,32.74
Oklahoma,40065 OK Jackson,4.35
Oklahoma,40067 OK Jefferson,10.34
Oklahoma,40069 OK Johnston,25.97
Oklahoma,40071 OK Kay,7.4
Oklahoma,40073 OK Kingfisher,4.57
Oklahoma,40075 OK Kiowa,4.82
Oklahoma,40077 OK Latimer,52.25
Oklahoma,40079 OK Le Flore,55.11
Oklahoma,40081 OK Lincoln,27.19
Oklahoma,40083 OK Logan,16.94
Oklahoma,40085 OK Love,24.92
Oklahoma,40087 OK McClain,8.47
Oklahoma,40089 OK McCurtain,23.8
Oklahoma,40091 OK McIntosh,25.5
Oklahoma,40093 OK Major,14.98
Oklahoma,40095 OK Marshall,57.17
Oklahoma,40097 OK Mayes,27.78
Oklahoma,40099 OK Murray,21.09
Oklahoma,40101 OK Muskogee,23.96
Oklahoma,40103 OK Noble,9.97
Oklahoma,40105 OK Nowata,18.66
Oklahoma,40107 OK Okfuskee,32.44
Oklahoma,40109 OK Oklahoma,16.49
Oklahoma,40111 OK Okmulgee,29.73
Oklahoma,40113 OK Osage,22.57
Oklahoma,40115 OK Ottawa,21.96
Oklahoma,40117 OK Pawnee,26.85
Oklahoma,40119 OK Payne,22.07
Oklahoma,40121 OK Pittsburg,32.53
Oklahoma,40123 OK Pontotoc,26.7
Oklahoma,40125 OK Pottawatomie,27.97
Oklahoma,40127 OK Pushmataha,56.73
Oklahoma,40129 OK Roger Mills,6.85
Oklahoma,40131 OK Rogers,23.34
Oklahoma,40133 OK Seminole,32.28
Oklahoma,40135 OK Sequoyah,39.88
Oklahoma,40137 OK Stephens,12.7
Oklahoma,40139 OK Texas,2
Oklahoma,40141 OK Tillman,3.95
Oklahoma,40143 OK Tulsa,20.8
Oklahoma,40145 OK Wagoner,23.35
Oklahoma,40147 OK Washington,19.94
Oklahoma,40149 OK Washita,4.56
Oklahoma,40151 OK Woods,7.31
